Names	!color
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_SW_6_65_46-GCA_003023215	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_SW_8_68_21-GCA_003023405	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_SW_8_66_22-GCA_003023415	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_SW_12_67_38-GCA_003023445	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_SW_12_69_24-GCA_003023455	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_SW_6_65_15-GCA_003023465	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_SW_10_68_16-GCA_003023485	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_QS_7_68_65-GCA_003023525	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_QS_9_70_65-GCA_003023535	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_QS_9_68_17-GCA_003023565	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_QS_7_69_60-GCA_003023575	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-Halobacteriales_archaeon_QS_5_68_33-GCA_003023785	#006699
Euryarchaeota-Halobacteria-Halobacteriales-none-none-halophilic_archaeon-GCA_003298465	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus-Halobellus_rufus-GCA_000739575	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus-Halobellus_sp_Atlit-38R-GCA_003665925	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus-Halobellus_sp_Atlit-31R-GCA_003665935	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus-Halobellus_clavatus-GCA_900107195	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus-Halobellus_limi-GCA_900108165	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_volcanii-GCA_000025685	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_mediterranei-GCA_000306765	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_BAB2207-GCA_000328285	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_alexandrinus-GCA_000336735	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_elongans-GCA_000336755	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_gibbonsii-GCA_000336775	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_lucentense-GCA_000336795	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_prahovense-GCA_000336815	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_ATCC_BAA-645-GCA_000336835	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_ATCC_BAA-646-GCA_000336855	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_larsenii-GCA_000336955	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_ATCC_BAA-644-GCA_000336975	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_mediterranei-GCA_000337295	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_volcanii-GCA_000337315	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_denitrificans-GCA_000337795	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_mucosum-GCA_000337815	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sulfurifontis-GCA_000337835	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_mediterranei-GCA_000685635	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_alexandrinus-GCA_000723845	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_ATB1-GCA_000730175	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_gibbonsii-GCA_001190965	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_massiliensis-GCA_001368915	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_SB29-GCA_001469865	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_SB3-GCA_001469875	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Q22-GCA_001482285	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-19N-GCA_003382985	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-24N-GCA_003383005	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-48N-GCA_003383015	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-4N-GCA_003383025	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-47N-GCA_003383065	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-16N-GCA_003383085	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-12N-GCA_003383095	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-6N-GCA_003383195	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-10N-GCA_003586325	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-109R-GCA_003665865	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_sp_Atlit-105R-GCA_003665905	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloferax-Haloferax_larsenii-GCA_900109695	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogeometricum-Halogeometricum_borinquense-GCA_000172995	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogeometricum-Halogeometricum_pallidum-GCA_000337095	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogeometricum-Halogeometricum_borinquense-GCA_000337855	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogeometricum-Halogeometricum_sp_wsp3-GCA_003226235	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogeometricum-Halogeometricum_rufum-GCA_900112175	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogeometricum-Halogeometricum_limi-GCA_900115785	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogranum-Halogranum_salarium-GCA_000283335	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogranum-Halogranum_gelatinilyticum-GCA_900103715	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogranum-Halogranum_amylolyticum-GCA_900110465	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogranum-Halogranum_rubrum-GCA_900114455	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halopelagius-Halopelagius_longus-GCA_003351065	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halopelagius-Halopelagius_longus-GCA_900100875	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halopelagius-Halopelagius_inordinatus-GCA_900113245	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloplanus-Haloplanus_natans-GCA_000427685	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloplanus-Haloplanus_salinus-GCA_003336245	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloplanus-Haloplanus_sp_CBA1112-GCA_003342675	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloplanus-Haloplanus_sp_CBA1113-GCA_003342695	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloplanus-Haloplanus_aerogenes-GCA_003688715	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloplanus-Haloplanus_aerogenes-GCA_003856835	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloplanus-Haloplanus_vescus-GCA_900107665	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloprofundus-Haloprofundus_marisrubri-GCA_001469955	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloprofundus-Haloprofundus_sp_NK23-GCA_003439925	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloquadratum-Haloquadratum_walsbyi-GCA_000009185	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloquadratum-Haloquadratum_walsbyi-GCA_000237865	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloquadratum-Haloquadratum_walsbyi-GCA_000415965	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloquadratum-Haloquadratum_walsbyi-GCA_000415985	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Haloquadratum-Haloquadratum_sp_J07HQX50-GCA_000416005	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-none-Haloferacaceae_archaeon_B1-Br10_E2g22-GCA_001563795	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-none-Haloferacaceae_archaeon_PL-Br10_E2g29-GCA_001563965	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-none-Haloferacaceae_archaeon_Tc-Br11_E2g18-GCA_001564085	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-none-Haloferacaceae_archaeon_PL-Br10_E2g46-GCA_001564175	#006699
Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-none-Haloferacaceae_archaeon_SYSU_A9-0-GCA_002844195	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halobaculum-Halobaculum_gomorrense-GCA_900129775	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halobonum-Halobonum_tyrrellensis-GCA_000495475	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halohasta-Halohasta_litchfieldiae-GCA_002788215	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halohasta-Halohasta_litchfieldiae-GCA_900109065	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halolamina-Halolamina_rubra-GCA_000739555	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halolamina-Halolamina_sediminis-GCA_001282785	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halolamina-Halolamina_pelagica-GCA_001307315	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halolamina-Halolamina_sp_CBA1230-GCA_002025255	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halolamina-Halolamina_pelagica-GCA_900115675	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halonotius-Halonotius_sp_J07HN6-GCA_000416025	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halonotius-Halonotius_sp_J07HN4-GCA_000416065	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halonotius-Halonotius_pteroides-GCA_003605635	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Haloparvum-Haloparvum_sedimenti-GCA_001462205	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halopenitus-Halopenitus_persicus-GCA_002355635	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halopenitus-Halopenitus_persicus-GCA_900107205	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halopenitus-Halopenitus_malekzadehii-GCA_900108505	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_lacusprofundi-GCA_000022205	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_T3-GCA_000296615	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_californiense-GCA_000336875	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_aidingense-GCA_000336995	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_arcis-GCA_000337015	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_coriense-GCA_000337035	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_distributum-GCA_000337055	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_hochstenium-GCA_000337075	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_distributum-GCA_000337335	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_kocurii-GCA_000337355	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_lipolyticum-GCA_000337375	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_litoreum-GCA_000337395	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_tebenquichense-GCA_000337415	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_terrestre-GCA_000337435	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_saccharovorum-GCA_000337915	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_J07HR59-GCA_000416045	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_000421805	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_AJ67-GCA_000513435	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_saccharovorum-GCA_000700025	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_halophilum-GCA_000739595	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_BV1-GCA_000746205	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_SD626R-GCA_001261915	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_tropicale-GCA_001280455	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_aethiopicum-GCA_001542905	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_PL-Br10_E2g5-GCA_001564005	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002114285	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_SD612-GCA_002135005	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_SD683-GCA_002135045	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_lacusprofundi-GCA_002215285	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_lacusprofundi-GCA_002215305	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002252725	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002252735	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Ib24-GCA_002252745	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Hd13-GCA_002252755	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002252805	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002252815	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002252835	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002252865	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_ezzemoulense-GCA_002252875	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Eb13-GCA_002252895	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Ea8-GCA_002252925	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_distributum-GCA_002252935	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_E3-GCA_002252955	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Ea1-GCA_002252965	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_halodurans-GCA_002252985	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_WN019-GCA_002286985	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_trapanicum-GCA_002355655	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_chaoviator-GCA_002379115	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_C191-GCA_002727095	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_C3-GCA_002727105	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_persicum-GCA_002727125	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_48_1_W-GCA_003287355	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_-GCA_003551525	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_-GCA_003554605	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Atlit-28R-GCA_003665955	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Atlit-9R-GCA_003666005	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Atlit-26R-GCA_003666015	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_Atlit-8R-GCA_003666025	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_CBA1229-GCA_003721435	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sp_PV6-GCA_003990725	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_sodomense-GCA_900111935	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_vacuolatum-GCA_900188065	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum-Halorubrum_chaoviator-GCA_900188075	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-none-Halorubraceae_archaeon-GCA_003551725	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-none-Halorubraceae_archaeon-GCA_003552265	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-none-Halorubraceae_archaeon-GCA_003554115	#006699
Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Salinigranum-Salinigranum_rubrum-GCA_002906575	#006699
Euryarchaeota-Halobacteria-Haloferacales-none-none-halophilic_archaeon_DL31-GCA_000224475	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halobiforma-Halobiforma_lacisalsi-GCA_000226975	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halobiforma-Halobiforma_lacisalsi-GCA_000336655	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halobiforma-Halobiforma_nitratireducens-GCA_000337895	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halobiforma-Halobiforma_haloterrestris-GCA_900112205	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halopiger-Halopiger_xanaduensis-GCA_000217715	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halopiger-Halopiger_goleimassiliensis-GCA_000455345	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halopiger-Halopiger_djelfimassiliensis-GCA_000455365	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halopiger-Halopiger_salifodinae-GCA_000784335	#006699
Euryarchaeota-Halobacteria-Natrialbales-Natrialbaceae-Halopiger-Halopiger_aswanensis-GCA_003610195	#006699
