Names	!color
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_islandicus-GCA_000245195	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_islandicus-GCA_000245215	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_islandicus-GCA_000245235	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_islandicus-GCA_000245255	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_islandicus-GCA_000245275	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_000338775	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_000340315	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_islandicus-GCA_000364745	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_000508305	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_000968355	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_000968395	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_000968435	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_metallicus-GCA_001316045	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_sp_JCM_16833-GCA_001316085	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001481595	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001481635	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001559955	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001559965	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001559975	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001559985	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560035	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560045	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560065	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560085	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560115	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560125	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560135	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560165	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560195	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560205	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560215	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560245	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560275	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560285	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560305	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560315	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560355	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560375	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560385	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560405	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560435	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560455	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560465	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560485	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560515	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560525	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560555	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560565	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560595	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560605	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560635	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560645	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560675	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560685	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560715	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560725	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560755	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560765	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560795	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560815	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_001560835	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_sp_A20-GCA_001719125	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_002215405	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_002215445	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_002215485	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_002215525	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_acidocaldarius-GCA_002215565	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_sp_UBA167-GCA_002495845	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_sp_SCGC_AB-777_L09-GCA_003086375	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_sp_SCGC_AB-777_G05-GCA_003086385	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_islandicus-GCA_003086455	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_sp_SCGC_AB-777_G06-GCA_003086555	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_003852095	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_003852115	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_003852135	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_003852155	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_003852175	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_003852195	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_003852215	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus_solfataricus-GCA_900079115	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfurisphaera-Sulfurisphaera_tokodaii-GCA_000011205	#CC0066
Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Zestosphaera-Zestosphaera_tikiterensis-GCA_003056265	#CC0066
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-uncultured_marine_group_II_euryarchaeote-GCA_000246735	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote_SCGC_AB-629-J06-GCA_000376045	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_SCGC_AAA288-C18-GCA_000382765	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S03_B6-GCA_001628435	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S10_B2-GCA_001628455	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S19_B7N8-GCA_001628475	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S11_B3N4-GCA_001628485	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S29_B8N9-GCA_001629155	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S25_B4N5-GCA_001629165	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S37_B2N9-GCA_001629185	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S30_B12-GCA_001629205	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S43_B8-GCA_001629235	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S41_B6-GCA_001629245	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S42_B7-GCA_001629255	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_group_II_euryarchaeote_REDSEA-S40_B11N13-GCA_001629295	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote_MED-G38-GCA_002457145	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote_MED-G35-GCA_002457155	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote_MED-G33-GCA_002457195	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote_MED-G37-GCA_002457555	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote_MED-G36-GCA_002457595	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote_MED-G34-GCA_002457605	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003324595	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003324605	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003324635	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003324645	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602395	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602405	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602415	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602455	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602475	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602485	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602515	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602525	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602535	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602575	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602595	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602605	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602635	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602645	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003602665	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672115	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672125	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672175	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672205	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672215	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672235	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672265	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672275	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672295	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672325	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672335	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672355	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672385	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672405	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672415	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672445	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672465	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672475	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672505	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672515	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672545	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672555	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672585	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672595	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672615	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672645	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672655	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672685	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672705	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672715	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672735	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672765	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672785	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672795	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672825	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672845	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672855	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672885	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672895	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672915	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672945	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672965	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003672975	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003673005	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003673025	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003673035	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003973285	#006699
Euryarchaeota-Thalassoarchaea-Thalassoarchaea-none-none-Marine_Group_II_euryarchaeote-GCA_003973295	#006699
Thaumarchaeota-Nitrososphaeria-Nitrosocaldales-Nitrosocaldaceae-Nitrosocaldus-Nitrosocaldus_islandicus-GCA_002906215	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrosocaldales-Nitrosocaldaceae-Nitrosocaldus-Nitrosocaldus_cavascurensis-GCA_900248165	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrosocosmicus-Nitrocosmicus_oleophilus-GCA_000802205	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrosocosmicus-Nitrosocosmicus_exaquare-GCA_001870125	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_gargensis-GCA_000303155	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_viennensis-GCA_000698785	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_evergladensis-GCA_000730285	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_sp_13_1_40CM_48_12-GCA_001917865	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_sp_UBA210-GCA_002494895	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_sp_UBA239-GCA_002495135	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_sp_UBA216-GCA_002495575	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_sp_UBA217-GCA_002501845	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_sp_UBA240-GCA_002508435	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera-Nitrososphaera_sp_-GCA_002878195	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-none-Nitrososphaeraceae_archaeon_UBA347-GCA_002495965	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-none-Nitrososphaeraceae_archaeon_UBA536-GCA_002496625	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-none-Nitrososphaeraceae_archaeon_UBA466-GCA_002498345	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-none-Nitrososphaeraceae_archaeon_UBA348-GCA_002501855	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-none-Nitrososphaeraceae_archaeon_UBA273-GCA_002501935	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-none-Nitrososphaeraceae_archaeon_UBA272-GCA_002504425	#ff3333
Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-none-none-Nitrososphaerales_archaeon_UBA213-GCA_002494485	#ff3333
Thaumarchaeota-none-Cenarchaeales-Cenarchaeaceae-Cenarchaeum-Cenarchaeum_symbiosum-GCA_000200715	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosoarchaeum-Nitrosoarchaeum_limnia-GCA_000204585	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosoarchaeum-Nitrosoarchaeum_limnia-GCA_000241145	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosoarchaeum-Nitrosoarchaeum_sp_-GCA_002737445	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosoarchaeum-Nitrosoarchaeum_sp_-GCA_003569705	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosomarinus-Nitrosomarinus_catalina-GCA_002156965	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosopumilus-Nitrosopumilus_maritimus-GCA_000018465	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosopumilus-Nitrosopumilus_salaria-GCA_000242875	#ff3333
Thaumarchaeota-none-Nitrosopumilales-Nitrosopumilaceae-Nitrosopumilus-Nitrosopumilus_koreensis-GCA_000299365	#ff3333
